STATEFP,COUNTYFP,TRACTCE,GEOID,geometry,B01003_001E,B01001_002E,B01001_026E,B01002_001E,B06011_001E,B02001_002E,B02001_003E,B02001_004E,B03001_003E,C17002_001E
55,079,186900,55079186900,"POLYGON ((-62046.35374118574 4788760.7009636145, -62025.45587064861 4788767.364569652, -62008.925562854856 4788779.758236871, -61997.18924123037 4788788.744581851, -61985.802089935285 4788801.451174557, -61976.45922979724 4788816.228229224, -61961.72072472004 4788846.667622579, -61955.15668609238 4788862.569050869, -61951.66538307571 4788900.872599891, -61940.26691926096 4788949.485496292, -61939.50274267851 4788952.7782042045, -61925.846578334575 4788979.056293011, -61914.46138786664 4788998.698439894, -61895.42452488246 4789018.603633375, -61884.51760613511 4789031.461818648, -61834.04384835577 4789092.284952096, -61823.390773048275 4789105.052295416, -61791.68539348291 4789143.2634835765, -61781.10477421642 4789156.148708745, -61766.988521386986 4789173.104580754, -61724.893769120914 4789223.881411502, -61710.85008115717 4789240.955203578, -61685.25645936979 4789271.729186245, -61608.630638553994 4789364.176136593, -61583.11016137712 4789395.06824563, -61573.373632447445 4789406.681018271, -61544.39033146831 4789441.761781932, -61534.72623419424 4789453.492425293, -61488.54616591788 4789509.078487754, -61350.163822734845 4789675.962682401, -61304.05877916911 4789731.667541412, -61286.01130865957 4789752.550295286, -61254.23089489376 4789789.750057004, -61231.86950085859 4789815.198782091, -61213.7501216355 4789835.963861887, -61192.43903331796 4789861.611172028, -61128.41599536291 4789938.65779506, -61107.177796590375 4789964.42313561, -61092.41530848271 4789951.460334465, -61048.1183451761 4789912.683256939, -61033.42794644751 4789899.838426754, -61004.53066317446 4789934.927751484, -60918.53801787435 4790039.694529188, -60906.24105471501 4790051.54420725, -60895.245383805246 4790056.5660087, -60883.1192336618 4790060.37603274, -60866.90498149535 4790060.045834729, -60851.90368027007 4790059.927540286, -60818.545246477355 4790056.617934002, -60802.51323835738 4790055.0724795, -60791.939970513224 4790053.977085123, -60760.20184611669 4790050.91320702, -60749.61941784585 4790049.928981822, -60739.54414895759 4790048.762865118, -60724.10992818256 4790046.931303429, -60709.390652992064 4790045.382424301, -60699.387696815655 4790044.334186303, -60682.16104839719 4790042.354977171, -60630.47193217941 4790036.528718309, -60613.31759189186 4790034.667503631, -60605.32382977742 4790044.075844891, -60581.242878083955 4790072.516403353, -60573.3215135315 4790082.042590683, -60565.055965139065 4790091.7641337225, -60540.15050903289 4790121.255403457, -60531.95736370806 4790131.094794151, -60525.51363223139 4790138.617498028, -60506.42693171615 4790161.205778717, -60500.05556867074 4790168.846317343, -60485.33740486577 4790186.201765881, -60441.16501240083 4790238.490465484, -60426.519437448354 4790255.96382847, -60411.62951827329 4790273.417078616, -60367.18627932551 4790326.019322695, -60352.45042306429 4790343.597200328, -60276.180778630776 4790434.069901238, -60261.67504228465 4790447.863740234, -60233.92754024011 4790459.112733414, -60220.95421508094 4790470.236455819, -60201.37667846435 4790486.856461865, -60184.77667991875 4790494.213982593, -60173.38211691438 4790491.150230438, -60164.420368823456 4790480.456945915, -60163.05961520062 4790463.119050902, -60167.66640155483 4790453.990705437, -60185.24674268509 4790443.693761046, -60201.484114522 4790426.79858621, -60230.57867873646 4790397.204139493, -60243.90345748025 4790377.832002146, -60246.73904478317 4790365.313961922, -60250.325271944166 4790353.6407447895, -60247.50910316745 4790334.057659118, -60239.25919602346 4790316.711564006, -60226.72348201554 4790303.598587042, -60209.930307493196 4790293.378813088, -60190.841473369976 4790289.122100168, -60177.11136266345 4790285.5304825185, -60166.423971566954 4790280.84720728, -60155.57538101019 4790274.137269723, -60142.9727677952 4790264.822077464, -60115.173008270096 4790241.839464884, -60121.66190495773 4790233.760913368, -60136.01559810713 4790217.828981279, -60137.08474281267 4790216.798466534, -60191.845039587584 4790166.386891099, -60238.333736829925 4790123.795409556, -60278.488464016584 4790088.400509792, -60342.58985804813 4790032.159654018, -60358.04666677094 4790018.779737584, -60381.22328756575 4789998.317703579, -60413.65046601347 4789970.11671874, -60438.231689584325 4789948.540114191, -60498.229847619776 4789897.331343724, -60511.53959817742 4789886.123757367, -60579.719311492634 4789849.12431939, -60610.23814001749 4789840.118009239, -60636.89835621568 4789833.142819252, -60670.60952204757 4789828.2029827535, -60686.04704882973 4789827.014462332, -60726.83478614548 4789825.7901449455, -60765.59103328735 4789828.313617216, -60784.95684968028 4789828.232131767, -60802.91009934689 4789828.369825423, -60843.309867932694 4789825.883773201, -60882.83468061907 4789820.081936558, -60885.800469000475 4789880.617819923, -60921.87169113208 4789878.8939643465, -60977.221220471314 4789799.564512838, -60995.71646609111 4789773.237017755, -61047.966566539486 4789735.487251667, -61124.96474743099 4789676.176844339, -61190.48081792961 4789619.83497561, -61229.44580551202 4789578.082039815, -61335.51045323955 4789456.852313979, -61400.87957047904 4789379.470170975, -61544.32875663298 4789203.943447921, -61645.09222551994 4789070.533876806, -61684.43395997072 4789011.363519511, -61715.81343663728 4788964.176169184, -61731.41845605336 4788935.1503252685, -61795.54291753203 4788886.863109064, -61984.11488366651 4788745.381583105, -61988.497036523884 4788745.967189797, -62059.40690626972 4788756.633455307, -62046.35374118574 4788760.7009636145))",2171.0,827.0,1344.0,57.5,48773.0,1809.0,121.0,0.0,64.0,1997.0
55,079,187300,55079187300,"POLYGON ((-70255.66016572446 4770540.901690454, -70235.53076001606 4770740.043522502, -70234.37685942289 4770751.918206227, -70223.499806004 4770859.756264528, -70222.81799245358 4770865.964561717, -70203.15532047884 4771062.46023354, -70185.70763634238 4771236.317572638, -70178.35520649515 4771308.760574309, -70171.03976093419 4771380.759149673, -70127.00726947421 4771814.4170995, -70112.41110923747 4771958.97652484, -70107.15336649423 4772010.225568293, -70093.55361965531 4772144.79909408, -70091.5341448083 4772164.097407921, -70086.43045018229 4772215.471164714, -70079.89379338175 4772277.130072189, -70060.43778544723 4772462.231498493, -70053.97344988002 4772524.008307671, -70034.82428363198 4772704.436462443, -70027.98184614268 4772769.76182579, -70021.33382134885 4772832.753971966, -70014.32629454043 4772899.072469629, -70011.26532656874 4772927.905413997, -69977.59262206592 4773246.074516184, -69974.62417849503 4773273.796399015, -69958.5965953801 4773426.627291691, -69957.73872518528 4773434.9465785995, -69955.55403434637 4773455.238013602, -69946.48947712709 4773541.299194148, -69943.51931332436 4773570.027826757, -69919.88549524627 4773568.393710006, -69849.02870798123 4773563.943081822, -69825.4580698784 4773562.538311203, -69799.03783353698 4773560.784301936, -69761.55353915773 4773558.556041557, -69719.99442815967 4773555.876622601, -69693.64663744322 4773554.240933866, -69653.32202810643 4773551.552890653, -69532.31125094136 4773543.934619524, -69492.04986340553 4773541.476547515, -69367.4452488696 4773533.5619077105, -69259.77657500061 4773526.72374061, -69257.80696919723 4773526.671654999, -69142.04267082084 4773519.273303362, -68783.6724107737 4773493.819314686, -68563.57370017061 4773478.089152302, -68331.53130948322 4773461.597221018, -68295.80890231684 4773458.964082764, -68251.5007385849 4773455.729547683, -68125.35584259254 4773446.590910526, -68011.48165643169 4773438.250086002, -67931.52365933545 4773432.504079426, -67928.3380945659 4773432.239519214, -67848.71608097258 4773426.410518571, -67725.43949236406 4773417.405609314, -67600.6018129714 4773408.385233541, -67517.86682212981 4773402.413598319, -67535.0306360178 4773241.17891212, -67555.280552938 4773051.673463042, -67586.7660338704 4772757.495073055, -67603.87251099385 4772597.9336621445, -67604.08327537507 4772596.384971601, -67605.62701733864 4772581.746233236, -67612.76616165508 4772514.545427882, -67638.95948139252 4772269.262534145, -67647.79634872149 4772187.547632973, -67647.95307282347 4772185.658848234, -67656.44212145475 4772106.152484196, -67681.90900084481 4771867.633363747, -67682.87442585337 4771857.980785309, -67690.47035376576 4771788.24486469, -67696.82012340683 4771727.578879349, -67715.86926357483 4771545.580906679, -67722.2914067033 4771485.03279418, -67725.15867457155 4771457.415089716, -67728.12607766385 4771429.581953474, -67733.84214763262 4771374.568751773, -67736.7910976609 4771346.957823915, -67740.86213038582 4771307.805526992, -67753.22935411928 4771190.473292192, -67757.37283016718 4771151.4388746545, -67760.0200514535 4771125.480960466, -67768.1251002783 4771047.62077271, -67769.83334468759 4771031.988850501, -67770.92650146084 4771021.787519454, -67771.74562555866 4771012.905891478, -67774.44812329928 4770986.281344028, -67775.42144727032 4770977.524378798, -67780.62363479403 4770926.719594005, -67796.28412940598 4770774.645322163, -67801.55872808269 4770723.9584136335, -67802.13817647158 4770717.965516547, -67807.96578692144 4770660.612298817, -67827.48596959375 4770470.934367414, -67834.03789318271 4770407.824008688, -67834.70949353732 4770400.720058756, -67836.88772658224 4770379.421766732, -67837.71354344871 4770372.442479796, -67841.8039415608 4770332.061218401, -67854.21084068855 4770211.264300275, -67858.45540724357 4770171.007697137, -67894.13516921957 4770170.387742015, -67899.6012029004 4770170.953072633, -67950.68801131903 4770173.065904901, -68022.25270798872 4770182.248071778, -68063.03777357715 4770187.534264111, -68103.33502997959 4770190.766554567, -68224.46276243764 4770200.596319152, -68264.83253198757 4770203.947458686, -68304.88464765216 4770207.1605959255, -68425.27695445262 4770216.932890737, -68465.40157984418 4770220.264867887, -68505.61715558951 4770223.49276427, -68626.34562835447 4770233.184673575, -68666.6337113243 4770236.531419118, -68725.66342923068 4770241.0998546025, -68902.97934857197 4770255.050830016, -68962.07236359234 4770259.8503263295, -69002.62410979043 4770262.997235801, -69124.18842426885 4770272.543730527, -69164.81267450133 4770275.809509848, -69226.53925992793 4770280.606534752, -69411.94577056321 4770295.243585455, -69473.74488287396 4770300.160764457, -69533.64594813692 4770305.144335372, -69644.29540893121 4770314.351397002, -69713.3491825175 4770320.098226723, -69773.3227459368 4770325.201824376, -69873.26687089785 4770333.521557298, -70173.16256462003 4770358.718623173, -70273.17922228866 4770367.1621704465, -70255.66016572446 4770540.901690454))",6655.0,3236.0,3419.0,41.5,44535.0,5526.0,75.0,69.0,546.0,6635.0
55,079,160203,55079160203,"POLYGON ((-67682.87442585337 4771857.980785309, -67681.90900084481 4771867.633363747, -67656.44212145475 4772106.152484196, -67647.95307282347 4772185.658848234, -67647.79634872149 4772187.547632973, -67638.95948139252 4772269.262534145, -67612.76616165508 4772514.545427882, -67605.62701733864 4772581.746233236, -67604.08327537507 4772596.384971601, -67603.87251099385 4772597.9336621445, -67586.7660338704 4772757.495073055, -67555.280552938 4773051.673463042, -67535.0306360178 4773241.17891212, -67517.86682212981 4773402.413598319, -67368.07431799185 4773388.865431099, -66918.67832642235 4773348.463061747, -66820.38966220652 4773339.644396011, -66768.9582614121 4773335.046050542, -66687.20598070545 4773327.1523788525, -66442.08480162045 4773303.824150062, -66371.5135596369 4773296.972306895, -66346.45589644043 4773294.67335744, -66287.0565358398 4773288.971348756, -66279.8778082477 4773288.265037344, -66038.43208392116 4773265.2558301, -65957.97737800574 4773257.590266395, -65635.27732462634 4773218.6986077875, -65608.56862618029 4773215.482794437, -65525.91037573945 4773205.626599885, -65475.91433969175 4773199.590717775, -65380.96805924026 4773188.1609496, -65326.17113339808 4773181.505559737, -65285.37742855633 4773176.567405357, -65278.207849564846 4773175.751056551, -65276.25668411923 4773175.477915273, -65270.7859144347 4773191.917110995, -65269.89369514352 4773194.751814669, -65233.11164068384 4773190.033685084, -65220.17027741822 4773188.4047627775, -65220.40999037854 4773184.509356834, -65221.210808611824 4773172.829889807, -65221.53220162762 4773168.941234685, -65179.60410123039 4773163.798106073, -65053.983056728146 4773148.383788152, -65012.13656707085 4773143.248453678, -64926.256494684494 4773132.574181056, -64847.128367951605 4773122.794261322, -64668.83333522186 4773100.9114983985, -64583.025465857936 4773090.359463183, -64536.541275971336 4773084.620526516, -64397.251935755834 4773067.419128534, -64350.84933837678 4773061.6882179, -64298.455639121006 4773056.805619467, -64141.601244727266 4773042.1872136975, -64089.28004788805 4773037.424079694, -64063.087771461345 4773034.928191982, -63984.4926094471 4773027.66334686, -63958.37284808396 4773025.285705311, -63936.999775562086 4773023.187707014, -63872.93475048512 4773017.23416532, -63851.62503521587 4773015.365380131, -63798.98625675321 4773010.466452894, -63641.06989866414 4772995.772132358, -63588.503630855004 4772990.992681116, -63520.30028491421 4772984.3658865485, -63315.6718725455 4772964.7118459195, -63260.918480368564 4772959.531085551, -63247.54101219785 4772958.20563898, -63223.7991406091 4772955.914816526, -63152.5735177286 4772949.042850157, -63128.913322248845 4772946.759087248, -63080.540214834735 4772941.993281558, -62935.47509702225 4772928.037980182, -62889.94252890756 4772923.73106141, -62887.16535704979 4772923.502491472, -62870.529757916345 4772921.797783849, -62820.59552432096 4772917.017219123, -62804.03246010037 4772915.430501238, -62801.336969687254 4772915.208688187, -62662.17052766576 4772902.527664388, -62236.88395997207 4772864.197192334, -62095.09452086699 4772851.424077251, -62061.14241186809 4772848.298217066, -61959.25869011809 4772839.25497158, -61925.379130598274 4772836.2476086235, -61934.25687977031 4772756.218575675, -61960.78997718124 4772516.34694727, -61969.74014480121 4772436.435711822, -61976.48504454468 4772375.3584348, -61996.80130820919 4772192.133299601, -62003.61868785776 4772131.173827416, -62005.8882536412 4772110.555488799, -62012.678681438905 4772048.922678919, -62015.02080135513 4772028.422154179, -62027.89055165171 4771911.809334784, -62046.04635747278 4771747.869239177, -62066.49934568198 4771561.970820869, -62079.45048969472 4771445.3646756075, -62091.49064920354 4771335.84232666, -62103.9223079771 4771223.5557939615, -62158.13526091038 4771228.456752267, -62320.76497789996 4771243.273338996, -62369.585655862 4771247.732874039, -62375.05962321046 4771248.182750484, -62462.742582272505 4771256.172534653, -62725.791419958114 4771280.148710049, -62813.55605371436 4771288.149762729, -62816.00708437653 4771288.351360211, -62832.33815045946 4771289.806470159, -62888.75700222782 4771294.894730232, -62907.61165987456 4771296.669471609, -62974.860181788215 4771303.096773378, -63176.60568942246 4771322.382695396, -63243.845027228934 4771328.923779134, -63269.471710605314 4771331.368821107, -63346.59685560502 4771338.724709326, -63372.296087053954 4771341.28797191, -63414.65317544225 4771345.334757023, -63442.894281814224 4771347.995726582, -63654.67050338071 4771368.345625495, -63725.25950356014 4771375.167435407, -63780.67041274754 4771380.515683016, -63946.87562561943 4771396.896466337, -64002.359045969555 4771402.364370962, -64047.239645078895 4771406.734990045, -64182.12651366915 4771419.868846317, -64227.07963107806 4771424.358501498, -64245.117226215196 4771426.06960624, -64299.45678545849 4771431.445631682, -64317.566915513366 4771433.274772148, -64361.4762280992 4771437.455518667, -64493.258346258895 4771450.33952402, -64537.23100915749 4771454.750362241, -64563.147750606644 4771457.671693416, -64641.21558171068 4771466.574357816, -64667.20483573363 4771469.613935995, -64680.086078219116 4771471.012544618, -64718.78399181203 4771475.54857447, -64731.73776082124 4771477.065129271, -64769.473587488756 4771481.298324834, -64882.653491054196 4771494.332493729, -64920.46180417086 4771498.684385016, -64951.43475313147 4771502.136529835, -65044.32603622507 4771512.82713245, -65075.37148314912 4771516.397698804, -65088.416091684485 4771517.810582911, -65127.685783882276 4771522.396196032, -65140.80291205121 4771523.927034015, -65157.26977275871 4771525.734574106, -65206.64281167963 4771531.490749473, -65223.18218767084 4771533.416304135, -65226.27764049312 4771533.783872375, -65261.65318594535 4771537.71299972, -65377.28368134063 4771550.957971467, -65415.82715715142 4771555.373403483, -65418.35069974465 4771555.693800612, -65441.008423767984 4771558.237352042, -65509.62599773274 4771566.033588275, -65516.7972977733 4771566.850020618, -65542.14194713254 4771569.72785264, -65579.71415026404 4771573.952083889, -65645.8806333564 4771581.547109209, -65692.42151475919 4771586.7371401815, -65730.06619217643 4771591.080069846, -65767.31154198281 4771595.27832738, -65879.03834380803 4771607.985440849, -65916.27446439175 4771612.295627198, -65959.79233343597 4771617.237482747, -66090.59095940611 4771632.085015881, -66134.18128069141 4771637.145863058, -66180.93137179466 4771641.797266977, -66321.18160382845 4771655.7534215925, -66368.00417115807 4771660.52398839, -66390.44424184039 4771662.717131041, -66457.99115107395 4771669.539507926, -66480.50371762458 4771671.850818746, -66525.87404573616 4771676.278515334, -66547.33369912964 4771678.391002185, -66943.99125959806 4771718.182800799, -66988.7171290532 4771722.448344644, -67080.62908172607 4771731.072360122, -67089.19843124237 4771731.894476797, -67140.37863305735 4771736.695983624, -67293.9192159801 4771751.102830225, -67345.18110333732 4771755.912662486, -67396.76978917525 4771760.749984897, -67494.4824275123 4771769.860679519, -67551.53582421807 4771775.26431553, -67569.40981405764 4771776.97075101, -67603.1244950752 4771780.103213543, -67620.5991980366 4771781.664790445, -67673.00487010414 4771786.57200213, -67690.47035376576 4771788.24486469, -67682.87442585337 4771857.980785309))",6565.0,3178.0,3387.0,32.8,39435.0,5381.0,402.0,50.0,744.0,6528.0
55,079,000102,55079000102,"POLYGON ((-71319.67659304559 4801352.284116616, -71314.1981699646 4801398.817387921, -71312.39914327837 4801414.330763367, -71303.5754694948 4801488.890983288, -71277.10431410302 4801712.571618617, -71268.35253133252 4801787.249781859, -71261.4278744061 4801846.081259834, -71240.64445184951 4802022.686782057, -71233.79171311262 4802081.636209331, -71232.17350430775 4802094.031820425, -71227.45346466464 4802131.5656756675, -71225.9072309467 4802144.079245832, -71224.8498083005 4802143.990119417, -71220.86413834128 4802143.654182895, -71207.09420009027 4802268.149272036, -71197.76863204176 4802353.520771414, -71166.01843680954 4802641.766138064, -71152.40140336729 4802766.38599399, -71147.96570311207 4802802.489196995, -71134.81187784369 4802910.92361539, -71130.52945823816 4802947.151629542, -71116.09830687707 4803105.718311189, -71072.8030310705 4803581.418234306, -71058.37066526292 4803739.984834744, -71051.23504633317 4803814.911098495, -71029.81845776516 4804039.8009658875, -71022.75454472809 4804114.84517054, -71017.37067020312 4804171.9043309335, -71001.11878182332 4804343.297147385, -70995.80670876114 4804400.474256294, -70992.88967504574 4804430.2156838635, -70984.22919976048 4804519.335714599, -70981.384073728 4804549.195098363, -70842.283153533 4804539.146727536, -70424.78092947102 4804509.449617624, -70285.75236773305 4804499.5307254, -70174.73222180945 4804491.525231174, -69934.68505522388 4804474.451835107, -69842.06001729437 4804467.77617596, -69731.11209023651 4804459.895959787, -69626.62794365908 4804451.106694732, -69593.08780208149 4804449.740182485, -69540.630345362 4804446.447195241, -69499.3301306169 4804440.959975058, -69488.96908962191 4804439.529239799, -69457.91121351137 4804435.91058698, -69447.60345125233 4804434.820062721, -69437.91814714926 4804434.117559428, -69408.82487130258 4804432.4545457605, -69402.14806145371 4804432.005049524, -69399.20219743915 4804431.981141034, -69392.37210832129 4804431.4068784015, -69372.16971982084 4804430.15588934, -69365.42094201245 4804429.588490311, -69261.4565972191 4804422.41504844, -69203.45690058754 4804416.86861137, -68957.57261452999 4804393.2975486, -68809.93002814171 4804377.762451947, -68758.42578358739 4804372.877330148, -68603.95702065004 4804358.67558344, -68552.4434341701 4804353.903150592, -68567.39447603631 4804200.196203316, -68569.45457493968 4804179.558355794, -68571.86909967847 4804154.698594968, -68614.6527275258 4803717.235740305, -68630.51824509155 4803555.549776792, -68632.92510679923 4803540.535332775, -68636.29973424785 4803497.406878617, -68638.00791318365 4803479.984181373, -68650.89246247965 4803348.928496915, -68692.83744196582 4802923.367046838, -68710.20720159647 4802745.695788833, -68721.01477965899 4802746.714797556, -68746.13645541691 4802748.935312682, -68821.57348654454 4802755.7153540775, -68846.76716504851 4802758.054177421, -68868.12899996853 4802760.183271781, -68932.43049971096 4802766.924760815, -68953.85499939811 4802769.28316455, -68956.21357211191 4802769.481213262, -69010.46743522305 4802774.932217795, -69180.52067321667 4802792.236059826, -69237.1957279155 4802798.116072071, -69292.76015262131 4802803.567588332, -69459.53470789269 4802819.931742903, -69507.30075314827 4802824.617745333, -69511.02341545676 4802794.944618221, -69522.57937362907 4802706.181620005, -69526.29269310634 4802676.619593879, -69527.35303730972 4802668.876546751, -69527.85188179323 4802664.890501906, -69531.15973846661 4802638.203487406, -69545.83285735676 4802523.073101602, -69550.69989475352 4802484.656991319, -69559.77908029954 4802412.692803434, -69562.37330537965 4802392.547205353, -69597.64681875112 4802116.127219924, -69609.4735261721 4802024.142187949, -69657.77502042381 4801547.86606049, -69700.45151193661 4801210.6415741015, -69716.31470338372 4801211.974703447, -69767.73705432354 4801216.18456428, -69941.53741889272 4801230.346832406, -69999.53978322679 4801235.223566729, -70002.87512270897 4801235.504011302, -70144.7518399125 4801246.427928561, -70512.72127909085 4801275.147951326, -70580.38846593176 4801280.059852298, -70725.71959199326 4801290.839207694, -70764.06346004864 4801293.731834834, -70879.23908781668 4801302.646938011, -70917.65497188317 4801305.658396292, -70957.1377678226 4801308.648042747, -71075.56747437711 4801317.840581672, -71115.12228405185 4801320.949113595, -71156.3948095711 4801324.090711059, -71280.20306355786 4801333.628128631, -71321.54760167643 4801336.888700232, -71319.67659304559 4801352.284116616))",3249.0,1478.0,1771.0,44.4,31261.0,861.0,1902.0,21.0,331.0,3162.0
